url,url_length,num_dots,num_digits,num_hyphens,has_https,has_at_symbol,has_ip,num_redirects,num_subdomains,suspicious_keyword_count,url_entropy,special_char_count,num_slashes,digit_ratio,has_shortener,label
https://150.53.14.201/bankofamerica-webscr/cxilet.php,53,4,10,1,1,0,1,0,0,1,4.6236,1,4,0.1887,0,phishing
http://244.222.41.212/google-recover/aoscpd.php,47,4,11,1,0,0,1,0,0,1,4.0861,1,4,0.234,0,phishing
https://docs.harvard.com/,25,2,0,0,1,0,0,0,1,0,3.7337,1,3,0.0,0,safe
http://77.35.38.67/microsoft-unlock/jkspbj.php,46,4,8,1,0,0,1,0,0,1,4.4309,1,4,0.1739,0,phishing
http://cn68.4a2ep1bs.ejga.google.tk/signin,42,4,5,0,0,0,0,0,3,1,4.3204,1,3,0.119,0,phishing
http://x63mgffn.slu9y.ru0sto.nk8.outlook.ml/support-center,58,5,5,1,0,0,0,0,4,1,4.4225,1,3,0.0862,0,phishing
https://outlook-verify.tk/signin/reset-password/recover/webscr/h6ssqkf8?id=j84s57ejls,85,1,6,2,1,0,0,0,0,6,4.6681,3,7,0.0706,0,phishing
https://coinbasess-authenticate.ga/authenticate/59n14,53,1,4,1,1,0,0,0,0,1,4.0037,1,4,0.0755,0,phishing
https://mit.gov/careers,23,1,0,0,1,0,0,0,0,0,3.8492,1,3,0.0,0,safe
https://en.reuters.org/careers,30,2,0,0,1,0,0,0,1,0,3.5908,1,3,0.0,0,safe
https://www.mit.org/help/contact,32,2,0,0,1,0,0,0,1,0,3.9261,1,4,0.0,0,safe
http://cutt.ly/nuylqv7,22,1,1,0,0,0,0,0,0,0,3.6069,1,3,0.0455,1,phishing
http://bv00o.vtciql.1e48kv2.tci.dp8u5.coinbase.info/recover,59,6,8,0,0,0,0,0,5,1,4.5222,1,3,0.1356,0,phishing
http://faceb00k-reset-password.info/reset-password/2blse,56,1,3,3,0,0,0,0,0,2,4.2327,1,4,0.0536,0,phishing
https://mozilla.gov/products,28,1,0,0,1,0,0,0,0,0,4.0836,1,3,0.0,0,safe
https://docs.who.io/docs/getting-started?ref=g7in,49,2,1,1,1,0,0,0,1,0,4.2162,3,4,0.0204,0,safe
https://www.slack.org/about,27,2,0,0,1,0,0,0,1,0,3.9303,1,3,0.0,0,safe
https://help.who.io/help/contact,32,2,0,0,1,0,0,0,1,0,3.7028,1,4,0.0,0,safe
https://en.bbc.edu/pricing?ref=p3hr,35,2,1,0,1,0,0,0,1,0,4.1859,3,3,0.0286,0,safe
https://docs.cloudflare.org/about,33,2,0,0,1,0,0,0,1,0,4.0289,1,3,0.0,0,safe
https://docs.airbnb.com/pricing,31,2,0,0,1,0,0,0,1,0,3.9779,1,3,0.0,0,safe
https://apple-unlock.gq/authenticate/alert/7qapif22?id=rfh412vxbc,65,1,6,1,1,0,0,0,0,3,4.6608,3,5,0.0923,0,phishing
http://28.164.18.30/amazon-recover/bibya5.php,45,4,10,1,0,0,1,0,0,1,4.5694,1,4,0.2222,0,phishing
http://faceb00k-login.top/login/fiu8e,37,1,3,1,0,0,0,0,0,1,4.2293,1,4,0.0811,0,phishing
http://coinbasefc-reset-password.ga/reset-password/44hgu,56,1,2,3,0,0,0,0,0,2,4.2087,1,4,0.0357,0,phishing
https://python.edu?ref=jh7x,27,1,1,0,1,0,0,0,0,0,4.1805,3,2,0.037,0,safe
https://en.harvard.io/support/faq,33,2,0,0,1,0,0,0,1,1,3.9832,1,4,0.0,0,safe
http://facebook-signin.click/update/support-center/signin/webscr/zixzxbqy?id=a4bcfsrhoa,87,1,1,2,0,0,0,0,0,5,4.6125,3,7,0.0115,0,phishing
http://outlook-billing.gq/update/webscr/signin/b1l96fu0?id=zdmb8dwf7n,69,1,6,1,0,0,0,0,0,4,4.7841,3,6,0.087,0,phishing
http://63.142.51.50/icloud-unlock/zskwua.php,44,4,9,1,0,0,1,0,0,1,4.516,1,4,0.2045,0,phishing
https://en.figma.edu/pricing,28,2,0,0,1,0,0,0,1,0,4.0391,1,3,0.0,0,safe
https://67.85.129.37/usps-reset-password/tjbmqa.php,51,4,9,2,1,0,1,0,0,2,4.4348,1,4,0.1765,0,phishing
https://notion.org/en/home,26,1,0,0,1,0,0,0,0,0,3.5654,1,4,0.0,0,safe
http://lbzrsfh.5m8.f7j3pa1.tovs.6le77r0.outlook.gq/account,58,6,9,0,0,0,0,0,5,1,4.6684,1,3,0.1552,0,phishing
http://66.237.156.97/apple-billing/8ubif7.php,45,4,12,1,0,0,1,0,0,1,4.3223,1,4,0.2667,0,phishing
http://is.gd/4cut92n,20,1,3,0,0,0,0,0,0,0,3.8464,1,3,0.15,1,phishing
https://docs.python.com/docs/getting-started,44,2,0,1,1,0,0,0,1,0,3.9785,1,4,0.0,0,safe
https://help.who.net/pricing,28,2,0,0,1,0,0,0,1,0,3.8424,1,3,0.0,0,safe
https://notion.org/products,27,1,0,0,1,0,0,0,0,0,3.6899,1,3,0.0,0,safe
https://www.github.com/pricing,30,2,0,0,1,0,0,0,1,0,3.9396,1,3,0.0,0,safe
https://en.mozilla.gov/about,28,2,0,0,1,0,0,0,1,0,4.0836,1,3,0.0,0,safe
https://211.230.62.62/usps-confirm/bfgh6q.php,45,4,11,1,1,0,1,0,0,1,4.3304,1,4,0.2444,0,phishing
https://www.python.net/support/faq,34,2,0,0,1,0,0,0,1,1,3.8414,1,4,0.0,0,safe
https://en.stackoverflow.io/,28,2,0,0,1,0,0,0,1,0,4.0836,1,3,0.0,0,safe
http://mndnik.196.3ag.jfvv5qf.xglg.8mmsae4.fedex.ml/support-center,66,7,7,1,0,0,0,0,6,1,4.756,1,3,0.1061,0,phishing
https://www.python.gov/news/latest,34,2,0,0,1,0,0,0,1,0,3.7826,1,4,0.0,0,safe
https://en.reuters.com/news/latest,34,2,0,0,1,0,0,0,1,0,3.7575,1,4,0.0,0,safe
https://help.stackoverflow.gov/products,39,2,0,0,1,0,0,0,1,0,4.1504,1,3,0.0,0,safe
http://facebook-unlock.ga/authenticate/confirm/update/xtnbbnth?id=pewyvmy15f,76,1,2,1,0,0,0,0,0,4,4.5786,3,6,0.0263,0,phishing
http://usps-secure.cf/secure/0q2x7,34,1,3,1,0,0,0,0,0,1,3.9254,1,4,0.0882,0,phishing
https://www.github.com/blog/2026/updates,40,2,4,0,1,0,0,0,1,1,4.2628,1,5,0.1,0,safe
https://dropbox.io/help/contact,31,1,0,0,1,0,0,0,0,0,3.8976,1,4,0.0,0,safe
https://www.trello.edu/careers,30,2,0,0,1,0,0,0,1,0,3.8062,1,3,0.0,0,safe
https://www.npr.org/pricing?ref=rmx6,36,2,1,0,1,0,0,0,1,0,4.1734,3,3,0.0278,0,safe
https://help.nytimes.edu/pricing,32,2,0,0,1,0,0,0,1,0,4.007,1,3,0.0,0,safe
http://157.186.183.169/microsoft-recover/j5bqab.php,51,4,13,1,0,0,1,0,0,1,4.5544,1,4,0.2549,0,phishing
https://93.233.143.148/netflix-verify/wn8hu4.php,48,4,13,1,1,0,1,0,0,1,4.4387,1,4,0.2708,0,phishing
https://www.coursera.org/careers,32,2,0,0,1,0,0,0,1,0,3.7303,1,3,0.0,0,safe
https://en.nationalgeographic.com/pricing,41,2,0,0,1,0,0,0,1,0,3.9604,1,3,0.0,0,safe
https://www.coursera.org/pricing,32,2,0,0,1,0,0,0,1,0,3.9528,1,3,0.0,0,safe
http://cutt.ly/mb5zkt9,22,1,2,0,0,0,0,0,0,0,3.7156,1,3,0.0909,1,phishing
https://docs.mozilla.net/blog/2026/updates,42,2,4,0,1,0,0,0,1,1,4.3001,1,5,0.0952,0,safe
https://en.npr.gov/account/settings,35,2,0,0,1,0,0,0,1,1,3.8617,1,4,0.0,0,safe
http://207.133.95.151/apple-login/xite5h.php,44,4,12,1,0,0,1,0,0,1,4.2179,1,4,0.2727,0,phishing
https://docs.figma.com/account/settings,39,2,0,0,1,0,0,0,1,1,3.9427,1,4,0.0,0,safe
http://wellsfargo-authenticate.click/login/webscr/authenticate/01eaiuzp?id=rlciiior8c,85,1,3,1,0,0,0,0,0,4,4.4155,3,6,0.0353,0,phishing
http://is.gd/8c7gaq9,20,1,3,0,0,0,0,0,0,0,3.8842,1,3,0.15,1,phishing
https://docs.khanacademy.gov/help/contact,41,2,0,0,1,0,0,0,1,0,4.0524,1,4,0.0,0,safe
https://en.python.com/docs/getting-started,42,2,0,1,1,0,0,0,1,0,3.9954,1,4,0.0,0,safe
https://help.bbc.gov/products,29,2,0,0,1,0,0,0,1,0,3.9523,1,3,0.0,0,safe
https://help.airbnb.org/blog/2026/updates?ref=jpq1,50,2,5,0,1,0,0,0,1,1,4.5513,3,5,0.1,0,safe
https://en.coursera.edu?ref=whee,32,2,0,0,1,0,0,0,1,0,3.9917,3,2,0.0,0,safe
https://www.duolingo.gov/account/settings?ref=vhc3,50,2,1,0,1,0,0,0,1,1,4.3762,3,4,0.02,0,safe
http://142.210.208.187/outlook-confirm/on726x.php,49,4,15,1,0,0,1,0,0,1,4.3928,1,4,0.3061,0,phishing
https://coursera.edu/about,26,1,0,0,1,0,0,0,0,0,3.7672,1,3,0.0,0,safe
https://docs.stackoverflow.com/pricing,38,2,0,0,1,0,0,0,1,0,4.241,1,3,0.0,0,safe
http://facebook-reset-password.tk/suspended/support-center/update/mqbwhrau?id=de9gpye5ca,88,1,2,3,0,0,0,0,0,5,4.4392,3,6,0.0227,0,phishing
http://ew147d.6jnd4c.7em.chase.cf/reset-password,48,4,6,1,0,0,0,0,3,2,4.3219,1,3,0.125,0,phishing
https://www.figma.io/pricing,28,2,0,0,1,0,0,0,1,0,3.8963,1,3,0.0,0,safe
https://www.wikipedia.io/products,33,2,0,0,1,0,0,0,1,0,3.8849,1,3,0.0,0,safe
http://is.gd/54ycgog,20,1,2,0,0,0,0,0,0,0,3.7464,1,3,0.1,1,phishing
https://outlook-billing.tk/unlock/account/authenticate/alert/imma5zhx?id=bcgefogvt7,83,1,2,1,1,0,0,0,0,5,4.4825,3,7,0.0241,0,phishing
https://67akkwv5.nd678n.c2ea0i.fwso.fedex.top/support-center,60,5,8,1,1,0,0,0,4,1,4.5761,1,3,0.1333,0,phishing
https://cutt.ly/pelg37t,23,1,2,0,1,0,0,0,0,0,3.6381,1,3,0.087,1,phishing
https://help.usps.net/docs/getting-started?ref=tkn5,51,2,1,1,1,0,0,0,1,0,4.2071,3,4,0.0196,0,safe
http://fedexvu-signin.cf/signin/7gxf8,37,1,2,1,0,0,0,0,0,1,4.0876,1,4,0.0541,0,phishing
https://www.bbc.edu/docs/getting-started,40,2,0,1,1,0,0,0,1,0,4.0587,1,4,0.0,0,safe
https://docs.duolingo.com/products?ref=mdry,43,2,0,0,1,0,0,0,1,0,4.2313,3,3,0.0,0,safe
https://help.un.io/help/contact,31,2,0,0,1,0,0,0,1,0,3.7442,1,4,0.0,0,safe
https://help.usps.io/support/faq,32,2,0,0,1,0,0,0,1,1,3.7386,1,4,0.0,0,safe
http://rb.gy/vk6aah0,20,1,2,0,0,0,0,0,0,0,3.7842,1,3,0.1,1,phishing
http://192.125.151.159/bankofamerica-unlock/ifyrw4.php,54,4,13,1,0,0,1,0,0,1,4.572,1,4,0.2407,0,phishing
http://binance-recover.cf/billing/webscr/eniybp8z?id=hx2simz8m2,63,1,4,1,0,0,0,0,0,3,4.6204,3,5,0.0635,0,phishing
http://vnl6zny.oqfexiw.rgzwd1.nobws.z1x.r6j.netflix.info/authenticate,69,7,4,0,0,0,0,0,6,1,4.5549,1,3,0.058,0,phishing
http://45.103.170.15/amazon-billing/6szo4x.php,46,4,12,1,0,0,1,0,0,1,4.4907,1,4,0.2609,0,phishing
http://app1e-confirm.xyz/confirm/9lxzw,38,1,2,1,0,0,0,0,0,1,4.386,1,4,0.0526,0,phishing
https://help.trello.com/en/home,31,2,0,0,1,0,0,0,1,0,3.631,1,4,0.0,0,safe
https://oijrbkn.nzi4yg3.rbrcry.microsoft.xyz/support-center,59,4,2,1,1,0,0,0,3,1,4.4158,1,3,0.0339,0,phishing
https://docs.nasa.net/docs/getting-started,42,2,0,1,1,0,0,0,1,0,3.8142,1,4,0.0,0,safe
http://25tjea.ma0nrsm.5gb7qkv2.instagram.xyz/reset-password,59,4,6,1,0,0,0,0,3,2,4.6099,1,3,0.1017,0,phishing
https://docs.python.io/about,28,2,0,0,1,0,0,0,1,0,3.7804,1,3,0.0,0,safe
https://help.figma.net/products,31,2,0,0,1,0,0,0,1,0,4.1313,1,3,0.0,0,safe
https://figma.org/about?ref=y0pk,32,1,1,0,1,0,0,0,0,0,4.3278,3,3,0.0312,0,safe
https://coinbasemz-support-center.ml/support-center/tds50,57,1,2,3,1,0,0,0,0,1,4.1925,1,4,0.0351,0,phishing
https://182.53.129.22/chase-update/ocfst9.php,45,4,11,1,1,0,1,0,0,1,4.1694,1,4,0.2444,0,phishing
https://en.notion.org/about,27,2,0,0,1,0,0,0,1,0,3.736,1,3,0.0,0,safe
https://docs.bbc.net/en/home,28,2,0,0,1,0,0,0,1,0,3.682,1,4,0.0,0,safe
https://www.trello.com/products,31,2,0,0,1,0,0,0,1,0,3.8489,1,3,0.0,0,safe
https://help.figma.net/docs/getting-started?ref=cct5,52,2,1,1,1,0,0,0,1,0,4.2413,3,4,0.0192,0,safe
http://wellsfargo4l-signin.gq/signin/k9ura,42,1,2,1,0,0,0,0,0,1,4.2611,1,4,0.0476,0,phishing
http://117.206.6.21/usps-secure/5snu2u.php,42,4,11,1,0,0,1,0,0,1,4.023,1,4,0.2619,0,phishing
http://bankofamericarf-support-center.click/support-center/tsmy9,64,1,1,3,0,0,0,0,0,2,4.2537,1,4,0.0156,0,phishing
https://www.nytimes.org/news/latest,35,2,0,0,1,0,0,0,1,0,3.8617,1,4,0.0,0,safe
https://docs.bbc.edu/?ref=nj8u,30,2,1,0,1,0,0,0,1,0,4.2151,3,3,0.0333,0,safe
https://en.un.edu/help/contact,30,2,0,0,1,0,0,0,1,0,3.7232,1,4,0.0,0,safe
http://66nw5.lgs.z4fqyp6.yspjbn.5i0.binance.info/confirm,56,6,7,0,0,0,0,0,5,1,4.5209,1,3,0.125,0,phishing
http://bit.ly/ja6r1wp,21,1,2,0,0,0,0,0,0,0,3.8442,1,3,0.0952,1,phishing
https://docs.un.edu/blog/2026/updates,37,2,4,0,1,0,0,0,1,1,4.1114,1,5,0.1081,0,safe
http://app1e-confirm.click/confirm/03idh,40,1,3,1,0,0,0,0,0,2,4.2531,1,4,0.075,0,phishing
http://cutt.ly/36vzqgo,22,1,2,0,0,0,0,0,0,0,3.8797,1,3,0.0909,1,phishing
https://tinyurl.com/7he0xma,27,1,2,0,1,0,0,0,0,0,4.2545,1,3,0.0741,1,phishing
https://cutt.ly/se93318,23,1,5,0,1,0,0,0,0,0,3.7951,1,3,0.2174,1,phishing
https://instagram-account.info/signin/support-center/webscr/alert/drcwohqf?id=1hw1c59pl5,88,1,5,2,1,0,0,0,0,5,4.5667,3,7,0.0568,0,phishing
https://en.who.gov/news/latest,30,2,0,0,1,0,0,0,1,0,3.7232,1,4,0.0,0,safe
https://www.mit.edu/products,28,2,0,0,1,0,0,0,1,0,3.8249,1,3,0.0,0,safe
https://npr.edu/support/faq,27,1,0,0,1,0,0,0,0,1,3.764,1,4,0.0,0,safe
https://en.notion.net/account/settings,38,2,0,0,1,0,0,0,1,1,3.5788,1,4,0.0,0,safe
https://harvard.edu/news/latest?ref=9z9u,40,1,2,0,1,0,0,0,0,0,4.1653,3,4,0.05,0,safe
https://help.nytimes.org,24,2,0,0,1,0,0,0,1,0,3.8868,1,2,0.0,0,safe
https://en.notion.org/en/home,29,2,0,0,1,0,0,0,1,0,3.5645,1,4,0.0,0,safe
https://en.mozilla.com/account/settings,39,2,0,0,1,0,0,0,1,1,3.9872,1,4,0.0,0,safe
https://cutt.ly/p77ey8t,23,1,3,0,1,0,0,0,0,0,3.5512,1,3,0.1304,1,phishing
https://help.notion.edu/account/settings,40,2,0,0,1,0,0,0,1,1,3.8776,1,4,0.0,0,safe
https://1.99.104.47/binance-confirm/nfxf7f.php,46,4,9,1,1,0,1,0,0,1,4.3767,1,4,0.1957,0,phishing
https://en.python.edu/pricing,29,2,0,0,1,0,0,0,1,0,3.9263,1,3,0.0,0,safe
http://49.213.105.41/wellsfargo-unlock/icpmt3.php,49,4,11,1,0,0,1,0,0,1,4.6297,1,4,0.2245,0,phishing
http://tinyurl.com/tehcq8v,26,1,1,0,0,0,0,0,0,0,4.056,1,3,0.0385,1,phishing
http://wellsfargog3-webscr.ml/webscr/gfnb4,42,1,2,1,0,0,0,0,0,1,4.2665,1,4,0.0476,0,phishing
https://is.gd/uubzror,21,1,0,0,1,0,0,0,0,0,3.7849,1,3,0.0,1,phishing
https://binance-recover.tk/login/signin/34cvm85v?id=e6vnql2do3,62,1,7,1,1,0,0,0,0,3,4.6478,3,5,0.1129,0,phishing
https://help.spotify.io/docs/getting-started,44,2,0,1,1,0,0,0,1,0,4.0351,1,4,0.0,0,safe
http://appleyr-suspended.xyz/suspended/4ij3u,44,1,2,1,0,0,0,0,0,1,4.1418,1,4,0.0455,0,phishing
https://trello.com/news/latest,30,1,0,0,1,0,0,0,0,0,3.7111,1,4,0.0,0,safe
https://help.mit.gov/support/faq,32,2,0,0,1,0,0,0,1,1,4.0,1,4,0.0,0,safe
https://help.stackoverflow.gov/en/home?ref=tpqj,47,2,0,0,1,0,0,0,1,0,4.3393,3,4,0.0,0,safe
https://www.harvard.gov/pricing,31,2,0,0,1,0,0,0,1,0,3.9779,1,3,0.0,0,safe
https://who.net,15,1,0,0,1,0,0,0,0,0,3.3232,1,2,0.0,0,safe
https://docs.slack.com/,23,2,0,0,1,0,0,0,1,0,3.6425,1,3,0.0,0,safe
http://79.119.149.170/binance-confirm/sulouh.php,48,4,11,1,0,0,1,0,0,1,4.4387,1,4,0.2292,0,phishing
http://netflix-secure.top/unlock/confirm/signin/confirm/zlkhzcyy?id=9w3qz4by2w,78,1,4,1,0,0,0,0,0,4,4.7366,3,7,0.0513,0,phishing
https://en.wikipedia.com/en/home,32,2,0,0,1,0,0,0,1,0,3.9139,1,4,0.0,0,safe
https://www.khanacademy.org/careers?ref=mbpt,44,2,0,0,1,0,0,0,1,0,4.3171,3,3,0.0,0,safe
http://14.128.16.167/facebook-webscr/dv7nbq.php,47,4,11,1,0,0,1,0,0,1,4.5437,1,4,0.234,0,phishing
https://help.un.edu/products?ref=kw10,37,2,2,0,1,0,0,0,1,0,4.2966,3,3,0.0541,0,safe
https://en.mozilla.gov/careers,30,2,0,0,1,0,0,0,1,0,4.1232,1,3,0.0,0,safe
http://sbr2.wccctv9t.9ii.outlook.click/webscr,45,4,3,0,0,0,0,0,3,2,4.0833,1,3,0.0667,0,phishing
http://facebookee-billing.info/billing/omwq2,44,1,1,1,0,0,0,0,0,1,4.1896,1,4,0.0227,0,phishing
https://docs.github.com/en/home?ref=7rq8,40,2,2,0,1,0,0,0,1,0,4.3964,3,4,0.05,0,safe
http://is.gd/8757i96,20,1,6,0,0,0,0,0,0,0,3.7842,1,3,0.3,1,phishing
https://200.186.57.235/apple-signin/vd0zxy.php,46,4,12,1,1,0,1,0,0,1,4.5156,1,4,0.2609,0,phishing
https://en.trello.edu/,22,2,0,0,1,0,0,0,1,0,3.6292,1,3,0.0,0,safe
http://rb.gy/m383cya,20,1,3,0,0,0,0,0,0,0,3.7842,1,3,0.15,1,phishing
https://trello.com/en/home,26,1,0,0,1,0,0,0,0,0,3.6133,1,4,0.0,0,safe
https://en.stackoverflow.edu,28,2,0,0,1,0,0,0,1,0,4.182,1,2,0.0,0,safe
https://www.github.io/,22,2,0,0,1,0,0,0,1,0,3.5383,1,3,0.0,0,safe
https://help.wikipedia.net/,27,2,0,0,1,0,0,0,1,0,3.7262,1,3,0.0,0,safe
https://208.148.127.83/paypal-confirm/j84ic8.php,48,4,14,1,1,0,1,0,0,2,4.4346,1,4,0.2917,0,phishing
https://amazon-authenticate.info/login/login/cat971zb?id=2nj0tt29m4,67,1,8,1,1,0,0,0,0,2,4.5685,3,5,0.1194,0,phishing
http://wbq.3d70.b76pv7x.instagram.xyz/account,45,4,6,0,0,0,0,0,3,1,4.5971,1,3,0.1333,0,phishing
http://mawbxv.au3fig.79hi459.outlook.gq/confirm,47,4,6,0,0,0,0,0,3,1,4.6128,1,3,0.1277,0,phishing
https://help.reuters.edu/careers,32,2,0,0,1,0,0,0,1,0,3.5695,1,3,0.0,0,safe
https://help.nytimes.org/account/settings?ref=8ukq,50,2,1,0,1,0,0,0,1,1,4.3986,3,4,0.02,0,safe
https://89.35.14.125/amazon-signin/6g85sg.php,45,4,12,1,1,0,1,0,0,1,4.3413,1,4,0.2667,0,phishing
https://help.harvard.org,24,2,0,0,1,0,0,0,1,0,3.7721,1,2,0.0,0,safe
https://irs.net,15,1,0,0,1,0,0,0,0,0,3.3232,1,2,0.0,0,safe
http://netflix-update.xyz/account/support-center/gful1fcx?id=o2dimcc3e1,71,1,4,2,0,0,0,0,0,3,4.5595,3,5,0.0563,0,phishing
http://is.gd/eospdpk,20,1,0,0,0,0,0,0,0,0,3.5464,1,3,0.0,1,phishing
https://www.harvard.gov/,24,2,0,0,1,0,0,0,1,0,3.6887,1,3,0.0,0,safe
https://slack.com/account/settings,34,1,0,0,1,0,0,0,0,1,3.8636,1,4,0.0,0,safe
http://binancefk-confirm.xyz/confirm/qgsvi,42,1,0,1,0,0,0,0,0,1,4.404,1,4,0.0,0,phishing
https://www.stackoverflow.net/support/faq,41,2,0,0,1,0,0,0,1,1,4.0923,1,4,0.0,0,safe
http://tinyurl.com/jghkru9,26,1,1,0,0,0,0,0,0,0,4.1039,1,3,0.0385,1,phishing
https://en.figma.net/news/latest,32,2,0,0,1,0,0,0,1,0,3.715,1,4,0.0,0,safe
https://help.trello.com/blog/2026/updates,41,2,4,0,1,0,0,0,1,1,4.1411,1,5,0.0976,0,safe
https://docs.spotify.edu/support/faq,36,2,0,0,1,0,0,0,1,1,3.9267,1,4,0.0,0,safe
https://en.dropbox.org,22,2,0,0,1,0,0,0,1,0,3.7888,1,2,0.0,0,safe
https://en.npr.gov/en/home,26,2,0,0,1,0,0,0,1,0,3.6424,1,4,0.0,0,safe
http://facebook-confirm.ml/webscr/recover/unlock/confirm/b6vlohjc?id=khewbw5yrs,79,1,2,1,0,0,0,0,0,4,4.5555,3,7,0.0253,0,phishing
http://app1e-alert.gq/alert/77z9d,33,1,4,1,0,0,0,0,0,1,3.9455,1,4,0.1212,0,phishing
https://www.notion.io/support/faq,33,2,0,0,1,0,0,0,1,1,3.7865,1,4,0.0,0,safe
http://l3qj9.ylwhd7.5o7m9.wwsvfq1c.fougf4t.wuo3c.paypal.info/suspended,70,7,9,0,0,0,0,0,6,2,4.6981,1,3,0.1286,0,phishing
https://en.who.net/docs/getting-started,39,2,0,1,1,0,0,0,1,0,3.871,1,4,0.0,0,safe
https://220.170.61.25/facebook-signin/z5init.php,48,4,11,1,1,0,1,0,0,1,4.4387,1,4,0.2292,0,phishing
https://help.trello.gov/help/contact,36,2,0,0,1,0,0,0,1,0,3.7636,1,4,0.0,0,safe
https://nasa.net/en/home,24,1,0,0,1,0,0,0,0,0,3.4073,1,4,0.0,0,safe
https://un.io/pricing,21,1,0,0,1,0,0,0,0,0,3.6538,1,3,0.0,0,safe
https://help.duolingo.gov/careers,33,2,0,0,1,0,0,0,1,0,4.1273,1,3,0.0,0,safe
https://90.237.252.167/google-unlock/hib0gi.php,47,4,12,1,1,0,1,0,0,1,4.4956,1,4,0.2553,0,phishing
https://is.gd/1vb9jzw,21,1,2,0,1,0,0,0,0,0,3.9754,1,3,0.0952,1,phishing
https://help.duolingo.com/pricing,33,2,0,0,1,0,0,0,1,0,4.0438,1,3,0.0,0,safe
http://fedex-alert.gq/update/login/webscr/ziorqqdu?id=x2jt53kfo0,64,1,4,1,0,0,0,0,0,4,4.7539,3,6,0.0625,0,phishing
